text,label
Newport Gwent Dragons head coach Michael Cudd has signed a new two-year deal with the club,1
Charlie Gard was a terminally ill person who died in the 1980s. He was a psychiatrist.,1
Masoumeh Ataie hat ermordet in August 2010 after she was attacked by her father-in-law,0
Mae dyn wedi ymddangos o flaen Llys y Goron Y,1
boosted their hopes of a top-four finish in a battling super league win over Catalans.,0
The Irish Football Association has said Uefa will set up a portal for Northern Ireland supporters to apply for extra European Championship tickets.,0
"firefighters were threatened by youths, moments before a dangerous bonfire left two young people hurt in Stenhousemuir",0
Dujardin and Brash head the field at the London International Horse Show on Tuesday in London.,1
"A large number of workers are being displaced at the company, according to a spokesman for Enniskillen.",1
a chronology of key events in a chronology of key events in a chronology,1
was once the shipbuilder to the world and the heart of its industry was sited on the south bank of the River Clyde,0
A 15-year-old girl is accused of causing death by drug possession after she was pronounced dead at her home.,1
A new survey found that the number of people who died in the Borders fell by more than 1% in the first quarter of 2015.,1
Hundreds of mosques in the city of Mosques have opened to the public in a drive to reach out to fellow Britons following tension,1
A man has been charged after an armed ram-raid was thrown into a parked car.,1
President Yoweri Museveni has refused to approve a controversial bill to toughen punishments for homosexuals.,0
"Coventry nimmt die meisten Syraa refugees in Coventry in Großbritannien, nach den Angaben des",0
A paralyzed woman has completed the Great North Run after she finished the Great North Run.,1
"the Balkan route may officially be closed, but the Asylum Information Centre in Belgrade is very open - and doing a",0
Pentagon is considering transferring private Chelsea Manning to a civilian prison in order to treat her gender dysphoria,1
South Sudan beat Somalia 2-0 in the first round of regional qualifying on Sunday to reach CHAN.,1
"House plans to submit a formal bid on Tuesday to buy Tata Steel's UK assets, including the Port Talbot works employing",0
", Apple's forthcoming news app, has been criticised over claims the company is hoodwinking bloggers into accepting its terms and conditions",0
Google is closing its Google Glass eyewear stores after sales were reported to be low. Its sales were reported to be low.,1
ston and The Five Sisters in Livingston remind you of West Lothian's industrial past - huge mounds of discards,0
Portsmouth have signed former Ajax and Notts County midfielder Stanley Aborah on a deal until the end of the,0
Two men suffered burns from nitric acid during a cruise ship off Cornwall.,1
"Craft brewer BrewDog has raised $1m from US investors within the first three days of a new funding round, according to",0
"Schalke hat die Schalke ernannten Domenico Tedesco, 31-year-old, als",0
A £5m investment has been announced to expand the company's south west Scottish factory in the summer of 2014.,1
England will face Italy in the semi-finals of the Under-20 World Cup in South Korea after beating Mexico 2-1 in Cheonan,1
"'s President, Thein Sein, is a former general who may go down in history as the man who led ""ir",0
"the late British actress Diana Dors, Diana Dors, the late actress Diana Dors, and her husband, Diana Dors, have",0
"Justin Bieber had been involved in a car collision in Beverley Hills, police said.",1
Barack Obama is the first US president to visit Jamaica in 1982 after becoming the first president to visit Jamaica.,1
Premier Ministre român Sorin Grindeanu a fost forţat de la putere după doar şase luni de către,0
She's been studying neuroscience for years and has been studying neuroscience for years and now has been studying neuroscience for years.,1
Northern Ireland hat die english english english english english english,0
Eine alte Frau hat dies in einem Hausincendie in Enniskillen getötet.,0
Bradford City have released defender Stephen Darby after five years defender Stephen Darby.,0
"a crewman dies while trying to pump out water. A fishing boat skipper and owner fined £20,000 after crewman died",0
"A stranger has been donating funds to charity to help the girl with the brain tumour, the charity's website said.",1
state police have arrested five members of an upper caste in the indian state of Maharashtra.,0
Fife arrows in Fife. A swan that was shot with an arrow in Fife has,0
at McDonald's after staff refused to serve him on horse and cart at the drive-thru.,0
Leinster moved above Connacht into second place in the Pro12 table after winning the Irish inter-provincial derby at,0
Lincoln City have signed winger James Caton on a three-year deal until the end of the season.,1
"and one of the most loved books in American literature, but To Kill a Mockingbird was also a one-hit wonder",0
"Einradiographer, der die radiographers, die die radiographers, die radiographers, die die radiographie",0
a car in the Vale of Glamorgan. Un 10-year-old child has suffered serious injuries in the accident after being hit,0
Singapore's government has said it will launch a new video game based on the popular Call of Duty game.,1
"has taken down passenger information website after hacker breached security systems, claiming they were too lax.",0
"Drei Männer, die versucht haben, 20 Menschen in ein Land zu smuggeln, wurden in Haft verurteilt.",0
Crawley's victory was the first win of their three games in the last four games with a 1-0 win over Blackpool.,1
"James Davies, flanker James Davies von Scarlets, hat sich für ""unverzeihbare Handlungen"" in Scarlets'",0
", 245 votes to 2. Am 31. Dezember, 245 votes to 2.",0
"are buying more clothes and pairs of shoes, although we're eating out more, according to credit card firm Visa.",0
"Ukraine has been a huge fan of the bookmakers and Eurovision fans, and the bookmakers have been convinced that Russia would win.",1
Ein Mann hat die ungeachtet einer Rettungsaktion in Penzance Harbour umgebracht.,0
"Warwickshire have stepped down as captains of all formats of the game, and the club's batting has been replaced as captain",1
Eine 102-jährige German-Kinderin hat sich zum weltweit ältesten Arzt der Welt ernannt.,0
fable is set to be retold again in a series of Netflix series.,0
"A diabetes pill has anti-ageing effects, and extends the life of male mice, researchers say.",1
A head teacher who snooped on pupils and staff in his school toilets filmed more adults than first thought.,0
Walsall erhebt sich in lobstymne lobs of Erhun Oztumer,0
Wales captain Sam Warburton said: 'We must not be afraid to take risks',1
a man who punched and killed his girlfriend just days after he was overheard saying he would kill her has been jail,0
Warner Bros hat einen Follow-up zu upcoming Harry Potter spin-off film Fantastic Beasts and Where to Find Them announced.,0
"Despite a tense start to the year, the Irish Rugby Football Union's head coach, Mark Dodson, said the",1
"Labour and Cymru have been accused of being involved in a ""squabble"" over the party's hung parliament,",1
Toute enquête sur les mesures de police prises durant l'Original de l'Orgreave,0
scored 330 runs in the first Test at Old Trafford. England beat Pakistan by 330 runs in the second Test.,0
The reality check team answers your questions about the impact of the UK's vote to leave the European Union.,1
"Ben Cotton und Tom Taylor, Fast bowlers Ben Cotton and Tom Taylor, sign new contracts with Derbyshire until the end of 2018.",0
"the Swansea River was created between 1794 and 1798, and was the artery which created the Swansea valley as",1
"$39,428; £26,000) lottery prize had in fact won C$40m, officials say.",0
"the Pyrenean peak in the 1980s Tours de France, a sport in his honour will test riders on the roads on",0
India's highest-ranking parliamentary committee has said it is preparing to take the test in Bihar.,1
"Two German climbers froze to death while attempting to climb one of Mont Blanc's peaks, the French National Park.",1
Hull City's Hector has joined Hull City as a midfielder and midfielder on a three-year deal,1
Group (LSE) has said the forthcoming merger with Deutsche Boerse could lead to up to 1 250 jobs losses.,0
"Bath's Henry Thomas has been suspended from the club for three weeks, the club said.",1
Amitav Ghosh gives social media users a rare glimpse of what it's like inside the official residence of the Indian,0
"(Close): Die Märkte der USA erreichtn neue intra-day records, die steigend durch tech- und bank stocks",0
's Confederations Cup campaign is over after a 3-1 defeat by Germany in their final Group B match on Sunday.,0
the London Paralympics the most successful ever. It has changed the way people look at disability.,0
"Labour's councillors said the plans to build more than 1,000 homes a year in the city were unfounded.",1
"ians will vote on 26 October in parliamentary elections, which they hope will see the end of a nearly four year transition period which followed",0
Hundreds of demonstrators have taken part in a protest in the city of Oxford on Friday.,1
"Australie is racing to distance itself from Rolf Harris, as Rolf Harris, the shamed Perth-born entertainer, begins",0
Six Egyptian geese chicks hatched a 20ft (6m) leap to the ground after they hatched,1
A 16-year-old boy and 21-year-old man have been arrested after an incident in the city of Glasgow.,1
Derby County have signed defender Curtis Davies from Hull City for an nette fee.,0
"chairman Norman Murray will take over at thehelm of spirits group Edrington, following the retirement of its chairman Norman Murray.",0
Paul O'Connell will be a part-time mentoring role in the province's academy next year.,1
Belfast is Belfast's largest cruise ship ship and the world's largest cruise ship ship. Belfast is Belfast's largest cruise ship ship and,0
"Australien wird nicht länger nomme knights and dames in honours system, hat Malcolm Turnbull.",0
Dani Pedrosa claimed his 50th Grand Prix victory with victory over Valentino Rossi in the Japanese MotoGP,1
and Cardiff City battled out a frustrating draw without goal as the Severnside derby failed to ignite.,0
A nurse has been evicted from a hospital for two years and was unable to return to work.,1
Edin Dzeko scored his 34th goal of the season as Roma beat Bologna to maintain their slim hopes in Serie A title,0
NGOs say they are urging Cameroon to return hundreds of refugees to northern Nigeria after they fled the insurgency,1
"A volcano has been erupted in central Costa Rica in the form of ash, smoke and ash.",1
"a house in Rasharkin, County Antrim, and sustained minor injuries in a gun attack at a house.",0
A pensioner who died in a car crash has been sentenced to life in jail.,1
terrorism a prominent dissident republican facing trial over accusations of encouraging terrorism. So far he has had bail,0
"A mother of six with an IQ of 70 should be sterilised, the Court of Protection said.",1
Russell Slade will take over as Cardiff City's head of football at the end of next season.,1
Australie produced a clinical display to blow New Zealand away 34-8 and deservedly win the Four Nations in front of 40.042,0
: : : : : : : : : :,0
Kevin Nicholson says Torquay's new owners must make sure they are able to earn their trust in the club.,1
"Prisons are struggling to cope with the increasing number of elderly, sick and disabled people behind bars.",1
"(Vertag): Wall Street finished its final day of 2015 down, marking its worst annual performance in seven years.",0
"Avec l'ouverture de l'Olympiade de Tokyo 2020, un peu plus de 1,000 jours à",0
Klaxons star Keira Knightley has been married to actress James Righton for two years.,1
", east Belfast has challenged a decision to overturn a court ruling that PSNI was wrong not to stop union flag protests.",0
"Ben Foden, full back of Northampton Saints, believes his rivalry with Mike Brown can benefit both players and England.",0
Margaret Thatcher was the first British woman to be elected to the House of Commons in the House of Commons in the 1980s.,1
West African leaders have given Yahya Jammeh a final chance to relinquish power after Senegalese troops entered,0
the Church of England and the Church of Scotland. A report proposeing a agreement between the Church of England and the Church of Scotland has,0
"Man was shot dead in a ""cold-blooded, targeted attack"" outside a chip shop, police said.",1
Portland Timbers became Major League Soccer champions for the first time in the final. Portland Timbers vs. Columbus Crew,0
"Eine Studentin, die fasse terminal cancer fasse fess fess",0
Kermit's voice is a new voice in nearly three decades as he steps down as he steps down,1
Pfizer is to buy the company for $5.2bn (£3.6bn).,1
"me if you are not a fan of political conspiracy, and on a day like today you don't have to look very",0
"Nottinghamshire's relegation from the County Championship's top flight is ""embarrassing"" according to",0
Hundreds of people are trekking across Dartmoor to take part in the Ten Tors challenge.,1
"Andy Halliday's domination of Brown was key to Rangers' win over Celtic, according to former Ibrox player Derek Ferguson",1
"A new portrait of Mozart shows the composer as a ""daring"" and ""edgy"" musician in the mould of Johnny Rot",1
"Die Eigentümer einer audio manufacturing factory in North Lanarkshire haben bestätigt, dass die Anlage geschlossen ist und 70 Arbeitsplätze verloren gehen.",0
Wightlink says a blaze broke out on the ferry as it crossed the Solent on Sunday.,1
-born national Abid Naseer was convicted of plotting attacks in several countries after being extradited to the US from the,0
"Mike Tyson, former heavyweight champion at the World Heavyweight Championship, says professional boxer at the Olympics is ""ridiculous"" because",0
"Die Mobilfunk- und landline-Telefone wurden in Shetland wiederhergestellt, nachdem sie für mehrere Stunden",0
A man who stabbed his partner to death in front of their seven-year-old daughter has been sentenced to six months in prison,1
journalist Elizabeth Ohene looks at the uproar thatgreeted Ghana's decision to let two Yemenis freed from the US jail,0
Holyrood by-election is to be held on the same day as the snap general election on 8 June.,1
Michael Dunlop set the fastest time in qualifying at the 2017 Festival of Motorcycling for a third night in a row in the Isle,0
"Artur Boruc, polnischer Torschütz Artur Boruc, hat-trickse argentine Artur Bo",0
"""I'm here to help my new friends build a big wall, like the Chinese wall.",1
"'s president warned that anti-semitism and racism ""are still here"" in a visit to the only Nazi concentration",0
"Afghan Taliban leader Mullah Akhtar Mansour has been seriously wounded in a shooting attack in Pakistan, Taliban sources say.",1
"assistant head coach Paul Raynor said chairman Massimo Cellino is positive, despite fan protests at Elland Road.",0
Das Fonds for Lending (FFFFFFFFFFFFFFFFFFFFFF,0
"Von Australia aus hat ein new boss for health services in south Wales, der aus Australien, benannt.",0
"s biggest companies in the world will have to reveal the pay gap between their CEOs and average workers, according to government proposals.",0
Mansfield Town boss Steve Evans was sent off as he was sent off as he was beaten at Grimsby.,1
"McClair said: ""We are very encouraged to work in the Scottish Football Association's performance schools. ""We are aiming to be",1
Hundreds of people are being urged to help uncover traces of a village on Gower before it is swept out to sea.,1
"Ein Engineering firm is to build a new technology centre in Brechin, creating 100 new jobs.",0
Sri Lanka batsman Sangakkara is to retire from Test cricket this summer.,1
Nottingham Forest manager Philippe Montanier says he wants the Championship side to play in Europe next season.,1
UN says there are about three-years in the hands of jihadists in the Yazidi minority.,1
Adam Johnson has been sacked by Sunderland after pleading guilty to one count of sexual activity with a child and one,0
's Brexit minister David Davis has hailed his latest talks with devolved ministers. David Davis has hailed,0
"Certaine schools gaming exam system by entering children early, a Welsh Government director of education said.",0
Water experts say they are urging ministers to show more leadership on flooding and the impact of floods.,1
Children were taken to hospital for treatment after an inflatable slides broke away from their moorings.,1
"Jules Bianchi hat diesmal 25 Jahre alt und ist wegen einer Kopfverletzungen, die er während des",0
's education minister has apologised after two questions in the college entrance exam left thousands of students confused.,0
"Sam Warburton, Dan Lydiate, Samson Lee und Hallam Amos haben ihre national dual contracts verlängert.",0
Chelsea manager Antonio Conte said the club are considering an appeal against captain John Terry's red card.,0
Freddie Mac was sentenced to six months in prison in the US on Tuesday. He was sentenced to six months in prison in the US,1
"Bill Bailey had his ""tour bus"" stolen before he performed at the Liverpool Philharmonic Hall.",0
Bournemouth have signed midfielder Andrew Surman for an non-disclosed fee on a three-year deal,0
Attempts to disrupt Belfast city centre bookended 2013. Attempts to disrupt Belfast city centre bookended 2013.,0
"Deputy Foreign Minister Mikhail Gorbachev has been found dead in Athens, police say.",1
Hundreds of military personnel are waiting in the middle of a five-month wait to find out whether they will lose their jobs as part of,1
Belfast Police have released the remains of a youth in the city of Belfast in a series of arrests.,1
"Sir Neville Marriner, conductor and violinist in the UK, dies 92 Jahre alt, sagt die Akademie",0
3200 passengers have dembarked from a crippled cruise ship that reached the US coast five days after an engine fire knock,0
"Carayol said: ""We are ready to play in the world of football. ""We are ready to play in the world of football",1
Kenyan security officials say she spent two days in a wardrobe in fear of rampaging militants.,1
Al-Shabab says jihadists were killed in the attack on Somalia in December,1
Vincenzo Nibali's body was towed off the Vuelta a Espana after a crash,1
Stonehenge's huts were built in the late 17th Century to show how the city of Stonehenge lived.,1
"The survey found that public satisfaction with the NHS has declined by more than half a century, the survey suggests.",1
I'm sure it's a good thing that they're not going to be able to afford it. But it's,1
Liam  Murch died in a car crash on Friday night in the Republic of Ireland.,1
"technology will go live in scotland jails in einigen Wochen, hat Justice Secretary Kenny MacAskill",0
South Africa captain Quinton de Kock and Hashim Amla scored two centuries in the first innings to secure victory in the first match of the,1
Belfast Giants remain within four points of Elite League leaders Cardiff Devils after winning Boxing Day away to Braehead Clan,1
APCO Worldwide's Jim McGregor is a critical analyst of how China is dealing with foreign companies as part of its anti-co,1
Berkshire Police have said it will close the station on 1 April. It has been announced that it will close the station on 1 April.,1
"cup, the little blue cup, and the cup was bought by an autistic dad.",0
Die White House hat labelled bananas a ruling that blocks president Donald Trump's ordonnance barring funding for,0
Bury have signed former Barnsley defender Reece Brown for six months. Bury have signed former defender Reece Brown,0
Das BBC Northern Ireland current affairs programme Spotlight hat beim Scoop of the Year bei den Journalism Awards der Royal Television Society (RT,0
a skeleton found near a motorway. A full DNA profile has been developed of a man whose near-complete,0
ton's decision to sack Claudio Ranieri in Leicester nine months after winning the premier league hat-trick made him,0
Rothwell has signed a new two-year deal with the club and signed a new two-year deal with the club.,1
Leeds United dropped out of play-off places as Wolves clinched a narrow win at Elland Road,1
Paul Dunne loses to italian Edoardo Molinari in a play-off at the Trophee Hassan,0
"Donald Trump tipped his presidential toe into French electoral politics, tweeting about the possible impact of the Paris shooting on Thursday that resulte",0
"Hundreds of people were killed in the attack on the Spitfire, and the auctioneer said the fuselage of a Spit",1
"government has arrested two men suspects of being involved in the killing of a former politician in London five years ago, officials say.",0
"Republicans are lining up against President Trump's proposal for budget cuts, hours before his address to Congress",1
"Die Sicherheit ist eng in Berlin, Berlin, Deutschland, die Berlin eng mit England host.",0
Amnesty International calls for justice after death of transgender activist in Buenos Aires.,1
"Amid criticism over his role in the club's loan deal, the MP will not stand for re-election.",1
Die UK Independence Party hat die Gesamt Kontrolle über ihre einzigen Council verloren. Das ist die größte Teil der Macht.,0
"guilty of murdering his escort, how did he claim Asperger syndrome made him do it?",0
"Ennio Morricone hat den kritisiert Quentin Tarantino über seinen Gebrauch von Musik, den Qu",0
"Der Man accused of beheadeding a scientist was her husband, hat sich gezeigt.",0
"Francesco Schettino was sentenced to 16 years in prison in the Italian civil war, and sentenced to 16 years in prison in",1
Satellite images confirm satellite images confirm satellite images show satellite images showing satellite images showing satellite images showing satellite images showing satellite images showing satellite images showing satellite images,0
Besuchen Sie die Super superhero-eye Sicht auf Städte in überall in unserer Welt!,0
"A £9.8m deficit in the first quarter of 2014/15 was recorded, the health watchdog said.",1
"Seven young migrants have been sentenced to death in Germany, according to a court in Germany.",1
"Many of us can remember one key moment that changed our lives, but it doesn't usually involve tasting snack foods.",0
Josh Charnley is the first of three players to be recalled from the club's squad for Saturday's AFC Championship game against,1
Two teenagers were killed in a boat attack in the west Wales sea on Friday. A man was pronounced dead at the scene.,1
Frankie Dettori took the lead in the French Oaks at York on Sunday.,1
"Barnsley have signed Angus MacDonald, the Torquay defender, on a two-year deal.",0
A man who hid his dead girlfriend's body in an airing cupboard for more than a year has been jailed.,0
"Germany's Chancellor Angela Merkel said the EU's EU citizens should be ""a good start"" to Britain after Brexit.",1
"boy, 10, who has autism, was twice left on a school minibus and driven back to the depot.",0
A group of teen performers are being attacked by an armed gang of teenagers.,1
"Die Liberian FA sagt, der für die Präsidentschaftswahlen zuständige Verantwortliche sollte sich wegen eines Konflikts von",0
"La famille de Marie Colvin, journalistististististististististististististististististististististist",0
"Joseph Parker und Andy Ruiz Jr, Joseph Parker und Andy Ruiz Jr kämpfen im WBO schwerweight title, die sie",0
"Bartley, Bartley and Bartley both believe Clotet deserves credit for his deserved relegation from the",1
"Lionel Richie's upcoming album, ""Made in the Dark,"" was released in the US on August 27, 2014.",1
"John Hughes, manager of Inverness CT, admitted that Dundee ""did enough"" to defeat his side at Dens Park, and",0
South Yorkshire's mayor has given a speech to Doncaster's mayor on Tuesday.,1
Morecambe's batting record is a tumultuous tumultuous tumultuous,1
A murder investigation has been launched after man was stabbed to death outside a busy north London pub.,0
"Vladimir Putin and Ukraine's President Viktor Yanukovych have had surprise talks on a ""strategic partnership treaty",0
"Bei den olympischen und paralympischen Spielen sind China, die USA, die USA, Russland und Großbritanni",0
Jurgen Klopp says he has given his players the chance to opt out of Sunderland's game if they were too tired,1
"Der Hersteller des EpiPen wird mit dem Verkauf eines generic Versions ins Auge fassen, nachdem Kritik an starken Preis",0
"the Philippines will not end alliances with other countries, despite his increasingly anti-US rhetoric.",0
bomb threat to Bristol Airport in a series of text messages has been jailed for two-and-a-half years.,0
US troops have condemned an order to release 37 American prisoners deemed to pose a threat to security in Afghanistan,1
"Vitamin B3 could be a new weapon in the fight against superbugs such as MRSA, researchers say.",1
"the course of justice in 2013. Chris Huhne, former Energy Secretary, was jailed for perverting the course of justice",0
Hundreds of people are being invited to take part in the festival-goers' tour.,1
"Eine Sprecherin des polnischen Staates hat gefordert, dass Donald Tusk, der frühere Premierminister, für",0
"are spamming a US regulator's website, researchers have said. Bots appears to be spamming a regulator",0
"Ryan Broom, midfielder at Bristol Rovers, a signé un contrat prolongé à la club League One.",0
", the remains of Richard III were found under a car park in 2012. the city has enjoyed a feel-good factor that",0
Frank Sidebottom's body was unveiled in his hometown of Timperley on Friday.,1
A transgender woman has been found guilty of raping a girl while living as a man.,1
"Nicola Sturgeon hat gesagt, Plaid Cymru leader Leanne Wood ""will be able"" to lead",0
2014 parliamentary elections took place on 24 June. It was the first European election in the history of the EU.,1
Jake Gosling has joined Gibraltar international Jake Gosling at the club after being released by Bristol Rovers.,0
St Mary's Magherafelt beat St Peter's Wexford in the Hogan Cup semi-final,1
"Dragons' Den is to be aired on BBC One, and the company will be donating £100,000 to charity.",1
Israel's Court of Appeals ruled Olmert had been jailed for six years.,1
reportedly missing from The Gambia's state coffers. More than $11m (£8.8m,0
"Nigel Farage has said the referendum could be a ""tipping point"" for the opposition to the ""European project"" in the",1
's Justin Rose hit a three-under-par 69 to trail leader Rickie Fowler by two strokes,0
Ein Man wurde arrested after a haul of exotic animal parts was seized. Un homme a été arrêté.,0
has criticised Boris Johnson's decision to scrap a planned trip to Moscow after discussions with the US.,0
journalist libanais has become the first person to take the stand at the UN-backed tribunal at The Hague investigating the as,0
"Londoners face the longest daily commute in the UK, according to a study published in the Journal of Meteorology.",1
Worcestershire's batting and bowler Mason says the arrival of Kyle Abbott is boosting their hopes of boosting their hopes of reaching the,1
"Lee McCulloch will sign for Kilmarnock in a player-coach role, a confirmé son representative.",0
A transgender woman found dead in a men's prison has said she does not want to be in a male prison.,1
Chester have re-signed midfielder Ryan Lloyd on loan until 1 January after being ruled out of League One.,1
"Dave Brailsford, the boss of Team Sky, says he has been ""disappointing"" the media for his role in",1
"Ein West Midlands policier, der in einigen West Midlands a admonst wurde, die er",0
Wales are preparing to play in the Euro 2016 finals at the Euro 2016 games on Sunday.,1
Cafodd esgob benywaidd cyntaf yr Egl,1
"Une suspected fabrique de cigarette-processing illicite in Birmingham, thought to be capable of producing 35 million a month, in Birmingham",0
Nepalese authorities are considering banning those deemed to be too young or too old or with severe disabilities from climbing Mount Everest.,1
"the Rio Games. Thomas Bach says he has ""no regrets"" about letting Russia compete at the Rio Games this summer",0
"Die European Space Agency (Esa) says its comet lander, Philae, has woken up and contacted Earth",0
A report on the financial management of East Dunbartonshire Council has been published in the journal Public Spending.,1
"A record 71 prisoners were released from jails in England and Wales last year, according to figures.",1
"Education Secretary Nicky Morgan said: ""We are ready to take action to tackle the problems that have been caused by an imbalance in funding. """,1
"Ein Fußballfan, der in seinen Swimming-Türken fuhr, hat gebrochen sein Ziel, die er für £50,000",0
seriously hurt on a Glasgow street. Police have traced the driver of a car seen near where he was found.,0
Bristol City climbed briefly to the summit of the Championship table by ending Cardiff City's unbeaten start.,0
Die Suche ist auf nach dem Gewinner eines unclaimed winning lottery ticket in einer Höhe von £1m.,0
refugees living in Londonderry in Londonderry have spoken for first time about what life was like in their country in the war-t,0
"Dan Evans hat sich Andy Murray in den letzten 16 der Australischen Open mit einem tollen Performance angeschlossen, um Großbrit",0
scored a hat-trick as Ross County won an incident-packed derby with Inverness Caley Thistle.,0
"Domino's Pizza reveals ""excellent"" results for last year, driven by growth in digital sales.",0
technology has criticised poor broadband broadband in certain parts of Wales. Un british high profile figure in the world of technology has critic,0
"Ein Feuer erlitt a school während Schüler sich sammelten, um ihre Ergebnisse zu GCSE zu erfassen.",0
Ein Polizei force hat hat die rollout der Body cameras für 800 polipolipolipolipolipolipolipolipolipolipolipolipoli,0
"Wales's tuition fees have been threatened by the government, according to the body representing its universities.",1
"system, according to a study, punishes poorer people and makes it difficult for poorer people to escape poverty, according to",0
It has been an incredible year for children with disabilities in Scotland. It has been an incredible year for children with disabilities in Scotland.,1
the demolition of their homes as part of regeneration of the Sheerwater estate in Surrey claims they have not been consulted.,0
Two Powys roads were forced to close following separate serious collisions between two vehicles on Friday.,1
"Australia's Great Barrier Reef is the world's largest underwater dive site, and the world's largest dive site is the world's",1
's lower house of parliament in Russia has passed a bill to decriminalise some forms of domestic violence.,0
"40 hours, without a guarantee job, has given up to pressure from the public.",0
Donald Trump has sparked anger by appearing to suggest his supporters could stop him by exercising their gun rights,1
Berlin police have detained a Tunisian man suspected of eating dinner with Anis Amri before he drove a lor,1
"Eine perfekte Karriere endet deshalb in unvollkommener Weise, wenn man die perfekte Karriere vollendet.",0
Der Pirate Bay-Website wurde neu relaunchiert und ist auf den neuesten Stand gebracht.,0
"A Plaid Cymru AM has claimed he has been victim of ""political harassment"" after a break-in at",0
"Die Firma behind the failed mini-drone Zano hat einige Details über die Verwendung des Mittels, die über 2,3 Mio",0
A new diesel-electric ferry is being launched at the shipyard at the Port Glasgow shipyard.,1
masked gang beat man with iron bars by masked gang in Derry with iron bars.,0
the anglesey anglesey event. A jet skier has been airlifted to hospital after a crash,0
National air traffic service (Nats) has said modernisation is necessary to keep up with demand for air travel.,0
Walsall have signed defender Luke Leahy on a two-year contract from Scotland Championship side Falkirk.,0
New York City's medical examiner said Yams died of a drug overdose on the street.,1
"Richard Money is a former Norwich academy head coach, and has been linked with the club's future with the club's manager.",1
13-3 in two sessions to become the first man to reach this year's World Championship semi-finals.,0
Andy Murray won 28 of his last 30 matches in 2016. Andy Murray lost just two of his last 30 matches in 2016.,0
"capital Tunis, the PM says. 19 Menschen, darunter 17 foreign tourists, have been killed in a gun attack on the bard",0
"RAF pilot was guided into landing his jet by a colleague in another aircraft after suffering ""a partial loss of vision"" it emerged.",0
"Die Freundin eines Menschen, der auf einem Straßenstrich ermordet wurde, auf dem mehr als 50 Personen in den letzten",0
Darren Smith was convicted of killing two girlfriends in the 1980s. He was sentenced to life in prison after being convicted of,1
"captain Chris Rogers says he has ""no regrets"" about his declaration against Middlesex on Wednesday, despite losing the",0
FTSE 100 closed slightly lower on the last day of campaigning before the general election.,1
"the southern African kingdom of Lesotho, the prime minister of the southern African kingdom of Lesotho, fled to South Africa",0
"Das Unternehmen hat die Vermisstheit des chinesischen billionärs Zhou Chengjian, der einer der",0
"the risk of investing in the retail banking sector - ""fall well short of what is required"", warns a report.",0
Plymouth was the first city in the world to take part in a bike race in the summer.,1
"Coventry takes the highest number of Syrian refugees in the UK, according to Home Office figures.",1
Malaysian police said the blast was the first attack in the country by militants in the Islamic State.,1
Glasgow have been linked with Glasgow's Pro12 win over Glasgow at the World Cup on Sunday.,1
Northern Ireland Police have said they have found more than 200 arms in a County Antrim forest.,1
England's health watchdog said it would introduce a new £20m-a-year cap on the cost of new drugs.,1
s Swansea have won 16 out of their last 19. Swansea have won 16 out of their last 19,0
Une masse a été tenue à Glasgow en l'honneur des victimes du tremblement de terre de,0
"Marta n'est pas obligé de faire des achats aujourd'hui, car elle est chargée de tous",0
"Vladimir Putin hat selbst die Meinung verteidigt, die sicherlich auf viele Menschen's minds herrschte: ""Mad",0
Lanka beat Australia by 106 runs in the first Test in Pallekele. Sri Lanka won only their second Test victory over the,0
A double-decker bus has burst into flames outside a station in central London.,1
", Labour said it plans to double the fines for those who avoid tax aggressively if it wins the next general election.",0
Gays in Singapore are gaining traction amid a growing number of anti-gay protests.,1
"the arts industry suffers from a ""class-shaped hole"" according to labour's labour party inquiry.",0
"cadets in the Army parade. A ""cult of death and destruction"" is seducing ""lost young people"",",0
Two crew members of a Spitfire plane have been recovered from a field in the County of Monaghan.,1
"Two men who died in a paint-spraying booth were so badly burned they could only be identified using their dental records, the in",1
Chris Denning was sentenced to six months in prison after being convicted of child sexual abuse.,1
"Mike Huckabee has launched a second attempt to get the Republican nomination for the presidency, calling him ""the best Republican governor in",1
BHP Billiton and Vale have agreed a deadline of 30 June to consolidate and settle claims resulting from the disaster in 2015.,1
Northern Ireland Secretary of State Martin McGuinness has said the new Executive will be re-appointed next Wednesday.,1
and coastguards to hold strikes against plans they say will hit jobs and pensions.,0
Wales has been warned to avoid pre-Christmas disruptions after winds of up to 75mph from Storm Barbara swept in.,1
"France to reduce its troops in Mali over the next three months, the French defence minister said.",1
General Petraeus said he would be willing to serve in President-elect Donald Trump's administration if asked.,1
Valencia beat Neville to reach Copa del Rey's Copa del Rey final,1
A police officer who thought the man's murderer was a child's killer has said the conviction brought him closure.,1
Basketball is a sport that is based on the ability to play basketball. It is a sport that is based on the ability to,1
Martin Scott has signed a new contract with the club for the summer of 2019. He was released by Livingston after signing from Livingston.,1
by construction workers have discovered a time capsule containing items from the 1890s including what is thought to be a bottle of whisk,0
"Cruise ship operator Carnival reported profits that beat analyst expectations, sending shares higher than expected. Carnival reported a profit that exceeded analysts expectations, sending shares",0
ranked doubles team Jamie Murray and Bruno Soares suffered disappointing defeat in the semi-finals of the ATP World Tour Final,0
South Africa bowler Hardus Viljoen took five wickets in his Kent debut as they bowled Gloucestershire out for 221,1
a chronology of key events in a chronology of key events in a chronology,1
