text,label
Man United could take advantage of sea of change at Dortmund. Man United could take advantage of sea of change at Dortmund.,1
a designer diffusion line went on sale Sunday morning. the line went on sale Sunday morning and was almost completely sold out online before noon,0
Steve Morrison is shocked by the drama at the club. Leeds forwards Steve Morrison and Steve Morrison have been linked with the club,1
Rock died of chronic obstructive pulmonary disease. He died of chronic obstructive pulmonary disease,0
Sachin Tendulkar is one of several stars to give his condolences to.,1
"varsity coaching job in private academy after testimony this week. witness Robert Kushner, 32, lost his varsity coaching job in",0
Twiggy has unveiled her colourful summer range. Shows off her timeless looks in shoot.,0
McCoy was drafted in the second round of the 2009 draft. He says he doesn't respect the stars. He says,1
"Sharon Edwards, 55, last seen in Grafton, NSW. son said family struggling to come to terms with disappearance",0
. More than 1 800 died in Nepal after Nepal earthquake. rescue efforts range from digging by hand to military deployments.,0
Clarkson was due to host satirical news show at the end of this month.,0
Cuba is the first US governor to visit Cuba since ease on trade and travel. president Obama eased restrictions earlier this year.,0
"council paid £750,000 to renovate sheltered accommodation in Penarth. Vale of Glamorgan council paid £750,000 for",0
leader promises to help create 2million new jobs by 2020. Warns he must be outside London and the South East to prevent,0
Carles Puyol has been linked with the return of Barcelona defender Carles Puyol from Barcelona.,1
scored 23 points against his former side on Thursday. Golden State made it 11 straight wins after James Harden's late score.,0
Philippe Coutinho is a key player in Liverpool's Premier League win over Newcastle United. Brendan Rodgers says,1
Juventus beat Lazio 2-0 in Serie A on Saturday to move 15 points clear in Serie A.,1
. He was sentenced two years ago for starting a fire that caused $1million in damages to a. mosque.,0
A Rape on Campus was published in November 2014 issue. It was the first edition of the magazine to publish an article in November 2014. The article,1
Robert Kushner has been accused of selling marijuana to drug dealers in the US after his varsity coaching job.,1
"Dusan Bako, 18, flew into rage with pregnant girlfriend. put his arm around her neck and repeatedly punched her in",0
Marshall County in Illinois seeks money from resigned Rep Aaron Schock. Four term congressman from 18th District resigned after,1
"They made $70,712 in donations. They made $160,000 in itemized deductions.",1
The Large Hadron Collider has spent the past two years being upgraded. It has now started operation again and will soon have nearly,0
Libby Zhang was pictured with the tiger enclosure in the back of a car.,1
Ze Maria was sacked by Romanian club Ceahlaul Piatra Neamt on Wednesday.,1
broke out on Wednesday just 500 metres from the vault. Holborn fire broke out just 500 metres from the vault.,0
Prince Charles and Camilla will celebrate their anniversary later this week. Prince Charles and the couple were married in April 2005.,0
"Female is very helpful in preparing a nest, and the male is very helpful in preparing it.",1
. Eddie Hearn made offer live on television to Carl Frampton. Hearn made offer to Frampton live,0
ice melt revealed the wrecks of vessels including the James McBride (1857) and Rising Sun (1917),1
on Saturday against Manchester United in the premier league. Jose Mourinho and united boss Louis van Gaal are pals.,0
after the first round. Rory McIlroy kept alive hopes of claiming career grand slam.,0
Michael Phelps won the 100m butterfly at the Arena Pro Swim Series. Phelps was suspended from USA Swimming for failing a,1
boss Jose Mourinho had prepared specific tactics for dealing with the threat of midfielder marouane Fellaini.,0
Bayern director Matthias Sammer is concerned about squad age. Sammer insists the giants must blood 'new generation' Philipp Lah,0
"A black house guest has been suspended from the Chief's job. Texts targeted blacks, Mexicans, Filipinos, gay men and",1
Beckhams to renovate mansion in west London. Neighbour's unhappy air-con plans will damage historic character of street,1
today pledge to scrap the controversial 'non-dom' status. the rule allows Britain's richest to avoid UK tax,0
Abdul Hadi Arwani's body was found on Tuesday in his parked car. Gunman probably used a silencer and,1
"ny school teacher Cheryl Meyer, 45, said the governor's famous attitude won't be appreciated nationwide. the likely",0
Mauricio Pochettino is the youngest player to be a captain in the Premier League.,1
They smashed the trophy and broke it. They smashed the trophy and broke it.,1
convicted of raping 14-year-old. Married businessman convicted of raping 14-year-old,0
". Mesut Ozil the Gunners' best player, but couldn't unlock Chelsea.",0
Marouane Fellaini was substituted for united in the 3-0 defeat against Everton on Sunday. the manchester,0
"The algorithm is based on the body temperature of the body. It can be used by police, and even in cars.",1
650 foreign runners took part in the annual North Korean marathon. They were banned from taking photographs and under constant watch.,1
Black Book of Carmarthen is the first Welsh manuscript written in the 16th century.,1
sketch had former First Lady and adviser discussing campaign. Model played by Kate McKinnon tries to record an announcement video on,0
Sonnenspeicher was designed by Wolfram Walter and german firm ASD. Its lithium iron phosphate battery stores energy from solar panels,0
. 125-mile-wide (200 kilometers) Chicxulub crater created by an asteroid.,0
"start on Friday morning; expected to resume hours later. Iran's foreign ministry: ""it is still totally unclear when this might happen",0
Kevin Pietersen has not played for England since last Test in Sydney. He was described as 'disengaged' by England team,1
Jordan Speith is poised to play in the RBC Heritage Classic at South Carolina.,1
"are overweight or obese, according to British Heart Foundation survey. 2 thirds feel badgered by their children each week to buy junk food",0
spotted by the American Museum of Natural History. Researchers thought one of the vertebra bones was too small to fit Lucy.,0
Medhi Benatia is out for two and four weeks. Bayern defender will be out for two and four weeks.,1
Pripyat is a ghost town located in the city of Pripyat.,1
Cook is a traditional fast bowler who is batting 11 in and 12 in batting.,1
Yulia Simonova said she wanted the teenager to suffer 'unbearable pain',1
Emily Ratajkowski says that cooking is essential for her health. She says that cooking is the most important part of her life.,1
Roy Hodgson says Kane will be in Gareth Southgate squad this summer.,1
Brendan Rodgers under pressure following FA Cup semi-final defeat. Henderson says he will bounce back despite criticism.,1
Alfred Taubman pleaded guilty Friday to trying to rig auction house commissions.,1
Emerson Decarvalho is accused of assaulting a thief and assaulting him.,1
Brendan Rodgers has hit out at those advising Raheem Sterling. the club's boss believes the player is being,0
Bikram says he uses his yoga accomplishments to hide the harm he has caused,1
Cole has been linked with the move to West Brom since January. Cole has also been linked with the move to West Brom.,1
Images of raccoons were posted online on Wednesday night. They have climbed the crane in the past and left their 'e,1
". Two australian drug smugglers, part of the Bali Nine, await word.",0
Fareed Zakaria: ISIS has thrived because of a local sunni cause in Syria.,0
Jose Mourinho spoke to Pellegrini in defence. Chelsea boss Jose Mourinho is concerned about Pellegrini's,1
Judge Jerry Baxter urged defendants to accept sentencing deals on Monday or face significantly more time behind bars. If former teachers and,1
Mercedes and McLaren both win at the Shanghai circuit. Hamilton has the most wins in China with three - two for McLaren,1
former secretary of state has to decide whether she's going to differ from Obama's handling of foreign policy.,1
", 65, shocked to discover the reptile. David Atherton discovered the reptile.",0
Miliband overtakes David Cameron as the most popular politician. It is the first time Labour has been ahead in approval ratings.,1
Thomas Tuchel has signed a three-year deal to replace Jurgen Klopp. the 41-year-old will officially take over,0
Early DNA-like fragments led their own growth. They claim the process can drive the formation of chemical bonds,1
"Brynn Duncan is allergic to almost everything, and has mast cell disease. Duncan is allergic to almost anything.",0
Flabbergasted Mario Draghi stands up as woman throws paper at him.,1
Britain has the second most powerful economy in Europe. Britain has the second most powerful economy in Europe behind Germany.,1
psychologists studied how the brain stores memories. Found boring details become more memorable with emotional context.,0
Tateyama Kurobe Alpine Route opened to the public today allowing visitors to marvel at the colossal snow walls.,1
Bafetimbi Gomis is set to be on the sidelines for another two to three weeks.,0
SpaceX plans to launch two-stage rocket to the International Space Station on Friday. It will try to guide the bottom stage upright onto the,1
City beat Stoke City 2-1 on Sunday night in the premier league. Jose Mourinho's side visit QPR in the premier,0
: Exercise increases the amount of grey matter in the brain. Exercising increases the amount of grey matter in the brain.,0
lured players into scheme with promise of 20% return. former player was declared bankrupt in October last year with more than £2m debt,0
"Gang target car dealership in Dearborn Heights, Michigan in early hours. They hit neighboring businesses.",1
Actor's jk livin Foundation is donating their money to charity.,1
the Oratory School was ordered to revise admissions policy last year. the school was ordered to revise admissions policy,0
. David Axelrod masterminded two Obama presidential election victories. He masterminded two Obama presidential election victories,0
"Americans eat about 3,500 milligrams of salt per day. They eat about 3,500 milligrams of salt per",1
thousands had organs removed in China. China has the world's second highest transplant rate in the world.,0
"are Liverpool's top scorers in the Premier League this season. Raheem Sterling, Jordan Henderson and Steven Gerrard",0
Gwyneth Paltrow is trying to live on $29 worth of food for one week.,1
Michael J of Michigan shot Leighton in floods of tears. Leighton is 11 months old.,1
Cameron said the London Mayor had viewed him as a rival. the PM said Mr Johnson'suddenly realised,0
Huddersfield goalkeeper Ishmael Miller scores 89th-minute equaliser for Sheffield Wednesday,1
Brian O'Driscoll was in Hong Kong last week. He was pictured surfing in Hong Kong last week.,1
Kenneth Morgan Stancil is accused of killing an employee at Wayne Community College. He is accused of killing an employee at Wayne Community College,1
Swiss Professor Jean-Pierre Wolf is pioneering the use of lasers to affect the weather.,0
Steven Gerrard was ruled out for the game. Gerrard was ruled out for the game.,1
Mauricio Pochettino returns to former side Southampton for the first time since leaving last summer. the argentine,0
"AP McCoy retires on Saturday after riding at Sandown. AP McCoy was the first man to ride 4,000",0
"Mike Rowe visited Pregracke for his show ""Somebody's Gotta Do It"".",1
"Jeff Yang: That's offensive and ironic, considering that minorities experience many disadvantages.",0
A Romanian woman is being deported from NZ after relationship broke down. She is told she must leave her 2-year-old son behind,1
captain reveals Sir Alex Ferguson tried to sign as a teenager. the manchester city captain turned them down on the advice of his,0
Scott isn't eligible for death. Prosecutors said his actions don't include 'gravating circumstances',0
Gareth McCleary's shot was deflected over the line.,1
Hundreds of people are forced to head east into western Iraq after ISIS fighters attacked them.,1
Balls said the letter was 'jokey note' that should not be taken seriously. He said the letter was 'jokey note,1
"occurred March 1 in Wilson County, North Carolina. Armored truck traveling from Miami to Boston was robbed by three men",0
Tim Tebow is expected to sign with the team Monday. He last played an NFL game in 2013 with the New York Jets.,1
. They list funny facts to avoid silence. They include 'Tall men marry earlier but short men stay married longer',0
Cazorla has been linked with Atletico Madrid. He says he is happy to stay in north London.,1
Beastly omelette has been made by Alfie Birds in Birmingham for Easter promotion.,1
"Cara Delevingne's cat Choupette, the white siamese cat, is the first cat to front",1
City have failed to maintain a top scorer since Manuel Pellegrini came to City last season. Vincent Kompany is no longer,1
researchers studied ancient stone weapons created by humans. They were no more effective than Neanderthal-created tools of same era,0
President Obama and Cuban President Raul Castro meet in Panama City. The two nations -- only 90 miles apart -- have been at odds,0
There have been more than 70 animals found living in the Arizona desert. They have been banned from keeping any pets until May.,1
"GoFundMe page set up for family has raised $20,000 over the weekend.",1
Stephen Dodd posted photo of Asif Bodi and Abubakar Bhula praying during half-time at Anfield last month,1
"of skin cancer. In the memorial booklet, Benaud's family described him as a special person who means so much to",0
"Salisbury Council told her food wasn't English enough for event. Tania Rahman, 27, was invited to take part in the",0
Romelu Lukaku has opened up about receiving racist abuse when just 15. former england frontman says racism still exists,0
". Phoenix Keating, Zhivago, Khim Hang and Alice McCall rock punk glam.",0
posted pictures of Lego models on their Facebook page. Part of campaign by police in Edinburgh to raise awareness of crime.,0
A black pooch was filmed in action as he took a rescue rope out to his owner at the Clarence J. Brown Dam,1
Sir John Chilcot's investigation began in 2009. It has cost taxpayer almost £10m. It has emerged it is unlikely to be,0
on April 7 north of Poland in the Baltic Sea. the incident occurred in the Baltic Sea on April 7.,0
"have only 14 fit players ruled out for Friday's training session. Mehdi Benatia, Arjen Rob",0
of a trio of people opening a new Thai restaurant in the Motor City. A trio of people are opening a Thai restaurant,0
Ukip said schoolchildren brainwashed with pro-EU colouring-in books. it said it is'strongly,0
"diss Diaeddinn, 50, shot dead his brothers, mother and sister-in-law. the gunman",0
Republic of Dominican Republic. In visible light they appear to be a plain white colour as the pigments faded.,0
"Alaa Abdullah Esayed, 22, posted 45,600 tweets supporting ISIS followers.",0
"Lawrence Phillips, 39, was a top Nebraska football player in the NFL. He was jailed in 2005 and sentenced to",1
Ronaldo retired from playing in 2011. Real Madrid beat Malaga 3-1 in a game against Malaga.,1
Lazio win eight successive Serie A games ahead of Juventus clash. AC Milan and Inter Milan struggling for form ahead of derby,1
sacked by Wigan Athletic after losing 2-1 to Derby. the championship club are eight points off safety in the league.,0
beat St Mirren 2-0 in their Scottish Premiership clash on Good Friday. Leigh Griffiths was named among the Celtic substitutes,0
face London Irish at the Rec in the Aviva Premiership on Friday night. Sam Burgess will play his second game at,0
"Yarmouk camp near Damascus in April. 18,000 Palestinians remain in the camp, cut off from vital aid",1
Doug Hughes concocted the stunt to raise awareness of campaign finance reform. He was planning the stunt for two years and said he,1
"Chief: If suspect ended up shooting people, police would be answering the question. Incident happened in Tucson, Arizona on February 19.",1
needed an Aaron Ramsey strike to earn narrow victory at Turf Moor. arsene wenger hails Burnley's,0
host Barcelona in the first leg of their Champions League quarter-final. Paris Saint-Germain host Barcelona in the first leg of their quarter,0
Liam Dawe died at 21 last year suffering on-going health complications. died at 21 last year after developing cerebral pals,0
There is an emphasis on travel experiences that happen. A-list wedding and event planners from the US and UK share their stories.,1
if he was PM. Tories say tories say tories say tories say it is because he cannot be trusted,0
Kirsty Stonell Walker discovered her grave using medical records. Rossetti died in a asylum.,1
Irwin Horwitz threatens to fail his entire class. His fiery email goes viral; he wonders if the unwanted,0
Steve Bruce adamant that Hull will avoid relegation from the premier league. Hull were beaten by Southampton,0
"and three unbeaten sides. Everton and Chelsea have perfect records with three wins each. man city, man city and man",0
Tola Ore pleaded guilty to one count of fraud at the Old Bailey on Friday.,0
A 36-year-old smashed the airborne ball straight down the middle in practice.,1
"He passed a drug test and was discharged, the Alaska Airlines statement said. He passed a drug test and was discharged, the",1
Sinisa Mihajlovic was a 'fat Spanish waiter' during his Anfield reign.,1
ISIS fighters in Afghanistan are attempting to recruit disillusioned Taliban fighters.,1
"owes $126,594 in tax. Relaunched denim label in 2014 after going into liquidation in",0
Rory McIlroy has been invited to the 2015 Masters. McIlroy has been invited to the Masters.,1
The mother of three children died in Melbourne Lake in the morning on Wednesday night and another was in serious condition in hospital.,1
England beat Norway 2-1 on Saturday. Leah Williamson says she couldn't sleep ahead of crucial penalty retake.,1
. Jason Edward Harrington worked for agency agency for six years. Jason Edward Harrington worked for agency agency for six years.,0
Poundland says its success has been put down to shoppers looking for bargains.,1
the dog was butchered at the restaurant. It was killed to be served as a pork dish.,0
Hamilton leads title race in China. Kimi Raikkonen is second fastest in the second session in Shanghai.,1
Asma is a racial narcissist and her mother is a racial na,1
"Andrew Lesnie hat diesmal. He is best known for ""Lord of the Rings"" and ""B",0
England are reigning champions despite Holland beating Holland in last year's final.,1
Labour leader described himself as 'Jewish atheist' on visit to Jerusalem.,1
Many of us don't understand how twins share their own twins.,1
Hull Tigers reapplied for name change. Hull's Steve Bruce revealed the club have reapplied for,1
". Jeff and Joey Stallings were hospitalized in McComb, Mississippi. Jeff and Joey have 'per",0
the first new pylon for nearly 90 years. National Grid has revealed the first new pylon for nearly 90 years.,0
Brazil defender David Luiz pulled up during victory against Marseille against Marseille on Sunday. Chelsea forward was substituted after half-time following injury,1
Operation Xeres to focus on abuse claims at Skegby Hall children's home,1
He was defeated by Jess Willard in 1915 in the sweltering heat of Cuba.,1
"Australian MP Andrew Robb says he would put pen in his mouth to smile. He battled depression much of his life, before seeking help",1
"Dr. Donald DeWitt has been suspended from his $105,000-a-year job.",1
Chris Ramsey is a classic example. Ramsey is a fine manager who has been overlooked countless times.,0
Site claims boss was 'unfortunately found out to be cheating again' Met's estranged wife Jo told her he was,1
and former footballer Mark Geyer have spoken out about their anger issues. Kemp and geyer say his 'uncontrollable,0
Andre Schurrle joined Wolfsburg from Chelsea in January for £24million. Rafa Benitez also linked with Lui,1
Anderson Cooper is a Korean chef. Budae-jiigae is a stew made with all sorts of canned meat,1
"Mathew Sitko, 23, crashed his car and ended up hanging over a cliff edge. the man, from Lewis",0
". National Right to Life Committee wrote the legislation, which bans use of medical instruments to remove a fetus from",0
"costs $700 a American a year, totaling $229 billion. Indirect costs account for $169 billion for impact on",0
. Prior picked up Achilles problem for England last year. Prior missed out on the Test spot.,0
Hartley isn't reading in to Dundee's troubles despite their defeat.,1
Justin Verlander posted selfie in front of a little boy wearing his shirt in line at Starbucks.,1
Girl was playing with friend when Zbigniew Huminski forced her into car. Polish immigrant has confessed to,1
"has lived in a castle in Salfords, Surrey, since 2002 with family. used bales of hay to disguise",0
Roscoe was caught on camera at the Asheville Humane Society in North Carolina.,0
"Feidin Santana, 23, went to the family's Charleston, South Carolina home on Thursday. the man's family told",0
", the capital of Phnom Penh, fell to the genocidal Khmer Rouge 40 years ago today.",0
Richard Williams pleaded guilty to four years and eight months in prison. He pleaded guilty to four years and eight months in prison,1
Higgins hopes he will challenge for World title in second round. Higgins admits there are many more favoured players,1
and the Sopranos. HBO is the US network behind Game of Thrones and the Sopranos.,0
German manufacturer uses renewable energy to convert carbon dioxide and water into 'blue crude' oil which was then refined into diesel.,1
"the Liana's Ransom, an 85-foot-long replica schooner, were rescued by the Coast Guard",0
Louis van Gaal was unhappy with the arrangements in America. Van Gaal will face former club Barcelona in California during the tour.,1
"78,000 people sign petition demanding removal of spikes in the city centre. Fast food giant says they are to prevent anti-social behaviour",1
Arnold Palmer is battling a shoulder injury. He was battling a shoulder injury at the 2015 Masters.,1
Osborne accidentally divulged plans to raise minimum wage to £8 to £8.,1
. Officer Michael Slager's file has little to suggest use of excessive force.,0
She wrote an essay on the Iraq War that was based on her book on the Iraq War.,1
scored as Manchester United beat rivals Manchester City. Chris Smalling scored as Manchester United beat rivals. Win sends United four,0
prosecutors say there are stark differences between the gun and Taser used. the family says there are stark differences between the gun and Ta,0
West Indies were bowled out for 295 in the first Test. Jermaine Blackwood took four wickets in the,1
at Wing's restaurant based in Manchester's city centre. the restaurant is based in the city centre of Manchester.,0
Manny Pacquiao and Floyd Mayweather fight in Las Vegas on Saturday. Pacquiao is a former congressman,1
take on Reading in the FA Cup semi-final at Wembley on Saturday. the gunners won the last season and,0
. A photography competition produced some incredible works that give some insight into life on the land.,0
Mats Hummels has been linked with a move to Manchester United. the german defender admits he is considering his future,0
"U.N. votes on sanctions against Egypt, Saudi Arabia. Russia votes on sanctions against Yemen.",1
Junior doctors have been training as GPs in August and 2013. 29% of GPs training places are unfilled compared to,1
Graeme McDowell believes it is an exciting time for sport. Jordan Spieth won his maiden major at the Masters,0
joined by Glenn Hoddle. Pele scored 77 goals in 92 games and won three World Cups.,0
Mamadou Sakho limped off in Liverpool victory over Blackburn Rovers. Sakho was replaced by Kolo Toure in,1
", Shangdong, Shangdong and Shangdong are seen using bags as long as six metres. it is",0
Sim Bhullar is set to sign a 10-day contract with the Sacramento Kings. the 22-year-old will become the NBA,0
"on Sunday in downtown Buffalo, New York. Police evacuated two buildings as smoke came out of manholes.",0
Dowd has been linked with the club for three seasons. Dowd has been linked with the club for three seasons.,1
Juventus want pSG striker Edinson Cavani according to corriere dello Sport. manchester united are also interested,0
"Miss Flanders, 46, accused media of ‘raking over’ Mr Miliband's past.",1
FIFA investigating games in South Africa since 2011. South African national team games under suspicion since 2011.,1
Double Falsehood was presented in the 18th century. Theatre impresario made it out to be an adaptation of a play by,1
Kathy Bush has been sentenced to five years in jail and her daughter placed in foster care for the rest of her adolescence,1
". Eamon Sullivan proposed to girlfriend Naomi Bass in Kyoto, Japan.",0
means the Qin Dynasty Great Wall can finally be fully traced. Historical records suggested the 6-mile stretch existed but physical,0
Kevin Pietersen re-signed for Surrey in attempt to earn England recall. Graham Gooch claimed Pietersen 'wiped the,1
Louise Nesbitt mistakenly sent the text to boss calling him 'complete d***',1
"Wiley Bridgeman, 60, and Kwame Ajamu, 57, sentenced for 1975 killings. Ajamu",1
Stephan Lichtsteiner starred alongside Eden Hazard at Lille in France. Lichtsteiner starred alongside Eden Hazard at Lille in France.,0
. Marriam Seddiq ensured models were turning heads on the catwalk. Part of the St George New,0
A whistleblower accused of not being 'transparent' and being'secretive',1
Arsenal beat Burnley 1-0 in the EPL. Aaron Ramsey scored a hat-trick in the first half.,1
claiming to be Army infantryman. the man says he did basic training in North Carolina. the man says infantry,0
said she lost it when she saw her son Michael at Monday's riots carrying a rock. the 16-year-,0
"Aston Villa take on Tottenham on Saturday, KO at 3pm. Tim Sherwood was sacked by Daniel Levy",1
Two entries were won by Mittagong in southern New South Wales and the first division share of the $40 million jackpot.,1
"landed at Istanbul Ataturk from Milan, Italy. Believed there were 97 passengers on board, all who escaped injury",0
. Hedion contains Hedion. Hedion activates the brain's hypothalamus,0
Manchester United's 1-0 win over Stourbridge has sealed the club's fourth promotion.,1
". Involves avoiding unhealthy brain foods like cheese, butter and sweets. Involves avoiding unhealthy brain foods like",0
Lord Janner will not face prosecution despite facing credible evidence. Director of Public Prosecutions says decision comes with 'deep regret',1
"Ian Poulter has been tied sixth at the US Masters. Floyd Mayweather (kritiotherapy), Robin van Persie (h",0
decade. Up to 21 million acres of jungle will be torn down in the next decade alone.,0
Bradley told the jury on Wednesday the football star had access to the gun. Bradley claims he saw someone handing Hernandez a black,0
Plunkett will continue his resurgence against the West Indies in the summer.,1
"Welfare ban comes into force from January 1st 2016. Parents who refuse to immunise their children are set to lose up to $15,000",1
It is uncertain how bad conditions are closer to the epicenter of Nepal earthquakes. It is uncertain how bad conditions are closer to the epi,1
Nikola Karabatic was banned from playing for Montpellier club in the summer. He was banned from playing for Barcelona in the summer.,1
Toni Duggan says they'll head to Canada in the summer 'without fear' striker says they will head to Canada,0
", 32, was told she was infertile after undergoing chemotherapy. Was diagnosed with the rare bone cancer Ewing's",0
strutting at the Lake District Wildlife Park. the seven-second video shows 50-year-old primate sneaking along while,0
"Curt Almond spent £40 on new Calvin Klein boxes in the past year. He threw away £2,000 on Calvin Klein boxes",1
claims British exploration around Falklands for oil is 'illegitimate' argentine claims British exploration around the region is,0
Six people were taken hostage in kosher market siege in kosher said media outlet Amedy Coulibaly threatened to,1
"and NYC cop Robert Hugel found his parents Jerry, 83, and Marianne, 80, dead. the elderly couple was found",0
Mehr than half will be affected by delays and disruption. More than half of the games will be affected by delays and disruption.,0
Danny Rose wanted by Spurs but Spurs will fight to keep him. Nabil Bentaleb has been linked with a new deal,1
"Andras Janos Vass, 25, is accused of killing two men on Planet Romeo dating site. He was sentenced to",1
The video was created to promote Sky Living's new three-part drama. It was created to promote Sky Living's new three-,1
vote tomorrow on an intensely debated bill that would give congress a say on nuclear pact with Iran. House Majority,0
Tom Richards was released after being held in Swansea pending further inquiries pending further inquiries pending further inquiries.,1
Cristy Collins was a patient at the Tasmanian ambulance service in Launceston.,1
"hurled drink at fundraiser. Kevin Boyle says he was hit with obscene gesture, called it 't",0
Chelsea midfielder Patrick Bamford won the Young Player of the Year award for his displays for Middlesbrough,1
"Sarah Weatherill spent £5, 460 each year on the popular energy drink. Sarah, 31, spent £5,460 each year on the popular",0
"on Mayfair's Farm Street has four bedrooms, an indoor swimming pool and roof terrace.",0
"2016. Stephanie Hannon will oversee a team that develops websites, apps and other outreach tools.",0
A microscope is being developed by Pixium Vision with tests scheduled for 2016. It is being developed by Pixium Vision with trials scheduled for 2016.,1
U.S. Navy is developing an unmanned drone ship to track enemy submarines.,1
Aviva face a panel hearing on the merits of their game against Sale Sharks.,1
Toby Alderweireld has impressed during his season-long loan at Southampton. Atletico Madrid have ruled out Alder,1
", 19, learned he got the job on April 10. Ben Sunderman learned he got the job on April 10.",0
"Jennie Kehlet, 49, and Raymond Kehlet, 49, were last seen in remote WA bushland on March 22.",1
"Jamyra Gallmon, 21, was arrested on Wednesday on first-degree murder charges. the lawyer told his wife he would",0
Tim Sherwood took time to reply to Charlie Pye. the six-year-old applied for the job when Paul Lambert was,0
has approached over a dozen names to get top talent on Beats exclusively. Beats Music will be re-launched,0
Xu has been arrested in the city of Lianyungang for human trafficking.,1
Man United face bitter rivals in the premier league derby. the derby is crucial in the race for the top two.,0
couples can be 'kidnapped' at the Namale Resort & Spa in Fiji.,0
tigers will be rehoused at breeding centres in Thailand. the tiger sanctuary has been told their 147 cats,0
Union officials say posters should be displayed warning pupils to respect teachers. Union officials say signs are needed as increasing number of staff abuse.,1
"It passes Robin Thicke's ""Blurred Lines"" Song three weeks from potentially tying ""One Sweet Day"" to",0
Kyle Patrick Loughlin was enrolled in Bridgewater State university. On Tuesday night he was arrested after admitting that,0
"42, Robin Rinaldi believed she had conceived a longed-for child. the pregnancy test was negative and her",0
Upton Park could play Europa League next year. Sam Allardyce has said he's happy to sneak through the ‘back,1
"Julian Zelizer: Hillary Clinton has immense political and governmental experience. Clinton also needs to convince voters of her authenticity, Zelizer",0
", 33, has four children aged 18 years to 18 months. Nadine Crooks, 33, has four children aged 18",0
"Jackson Byrnes, 18, and his girlfriend Jahnae, 18, are preparing for him to go under the knife. the",0
Kevin Pietersen scored a century for Surrey against Oxford MCCU. 34-year-old scored a century for Surrey against Oxford,1
. Mark Lippert was attacked in early March by an anti-North Korean activist. Needed 80 stitches and may have,0
"Federer beats Roger Federer 6-4, 7-6 in the Monte Carlo Masters.",1
Dr Alex Zhavoronkov has been awarded the large prize of $1m for his work.,1
Antarctic Peninsula is one of the fastest warming areas on the continent. Temperatures at Esperanza Base on Antarctic Peninsula reached 63.5,1
Gisele Bundchen walked the runway for the last time Wednesday night in Brazil.,0
"Australian media personality Deborah Hutton, 53, released a new cookbook. Hutton said it is not a health- or diet cookbook,",1
", 30, was playing for Stoke Gifford United in Bristol on Saturday. Striker was rushed to intensive care but died three days",0
.. Amasia is the first supercontinent in the world. Amasia is the first supercontinent in the world,0
"Silvia, from New York, developed an eating disorder while pregnant. Silvia developed a non-food craving while pregnant.",0
Chelsea striker has not completed a full 90 minutes for Chelsea since February. Chelsea face resurgent Manchester United in Premier League on Saturday,1
of unlawful sex with a 17-year-old girl in 2007 and sentenced to 10 years in prison. Serbeck,0
Avengers: Age of Ultron is based on the novel of the same name. It is based on the novel of the same name,1
Obama says ties have been over for a long time. Obama says ties have dominated discussion at the Summit of the Americas,1
A recent surge in jellyfish numbers has been recorded off the coast of the UK as the weather has warmed up,1
Roscoe's feet were broken backwards at the knees..,1
Gary Neville says big players would prefer their Premier League rivals. City spending can no longer blow other teams out of the water.,0
Liverpool will face Aston Villa on Sunday in the FA Cup semi-final. Simon Mignolet insists Liverpool are not prioritising,1
"Bayern Munich vs Porto, Monaco vs Juventus and Real Madrid vs Atletico Madrid",1
Celtic beat St Mirren 2-0 in the Scottish Premiership clash on Good Friday. Leigh Griffiths scored a hat-t,1
made the DIY boat at their home using scrap wood and glue. But they became stranded after their oars snappe,0
. Marian Carole Rees disappeared from Hillsdale in southern Sydney. she often talked about running away and an inquest has,0
secured the 18-17 win over South Sydney. the referee awarded the penalty late on and went on to win the game.,0
"Novak Djokovic beat Tomas Berdych 7-5, 4-6, 3-3 in Monte Carlo",1
Kim Jong-un's Revolutionary Activities. Text says Kim can draw well.,0
feared Lee had been pushed into releasing the long-lost sequel.,0
County Supervisors approve settlement with 30-year-old Francis Pusok in a closed meeting,1
. Trott out cheaply twice in Basseterre. Ian Bell retired on 43 and alastair Cook 22.,0
"Greenblatt-Seay, 33, thought the ad would help his post stand out. It includes cinematic overhead",0
Chelsea will be considering a pre-season tour to Japan this summer. Chelsea will be considering a tour to Japan this summer.,1
Niki Lauda has launched a verbal grenade at Nico Rosberg. the three-time world champion wants,0
Glenna Kohl was a Rhode Island college student in 2005 when she was diagnosed with stage III melanoma. the diagnosis,0
harassment complaint has been filed against PM John Key. a waitress complained about him repeatedly pulling her ponytail.,0
"the taxpayer £135,000 to move 55 protected water voles. 55 protected water voles have been removed from Somerset Levels",0
Emad Sahabi suffered a terrible injury while playing for Al Orubah. Sahabi tumbled over before his ankle was,0
Die 34-year-old revealed that she spends five to ten percent of her day away from her daughter.,0
"Alexis Tsipras, prime minister of Greece, will meet Vladimir Putin in Moscow. the meeting comes amid reports Russia is considering",0
", says he tried choking himself and jumping from a height. the school failed to protect her son.",0
Suzy Lamplugh Trust says slogans make the crime seem 'humorous',1
Thiago Alcantara scored Bayern Munich's first goal in 6-1 win over Porto. Spanish midfielder ruled out,1
"Angela Linton, 47, used her son's pass book to abuse gay teacher Thomas O'Brien",1
Badou Jack beat Anthony Dirrell on points at the UIC Pavilion. it saw him narrowly claim the super-middleweight,0
